vi,ch
"An Tây đô hộ hồ thanh thông,",安西都護胡青驄，
Thanh giá hốt nhiên lai hướng đông.,聲價欻然來向東。
"Thử mã lâm trận cửu vô địch,",此馬臨陣久無敵，
Dữ nhân nhất tâm thành đại công.,與人一心成大功。
"Công thành huệ dưỡng tuỳ sở trí,",功成惠養隨所致，
Phiêu phiêu viễn tự lưu sa chí.,飄飄遠自流沙至。
"Hùng tư vị thụ phục lịch ân,",雄姿未受伏櫪恩，
Mãnh khí do tư chiến trường lợi.,猛氣猶思戰場利。
"Oản xúc đề cao như bặc thiết,",腕促蹄高如踣鐵，
Giao hà kỷ xúc tằng băng liệt.,交河幾蹴曾冰裂。
"Ngũ hoa tán tác vân mãn thân,",五花散作雲滿身，
Vạn lý phương khan hãn lưu huyết.,萬里方看汗流血。
"Trường An tráng nhi bất cảm kỵ,",長安壯兒不敢騎，
Tẩu quá xiết điện khuynh thành tri.,走過掣電傾城知。
"Thanh ty lạc đầu vị quân lão,",青絲絡頭為君老，
Hà do khước xuất Hoành Môn đạo.,何由卻出橫門道。
