vi,ch
"Dương Tử tân đầu phong sắc khỉ,",揚子津頭風色起，
Lang phàm nhất khai tam bách lý.,郎帆一開三百里。
"Giang kiều thuỷ sách đa tửu lô,",江橋水柵多酒壚，
Nữ nhi giải ca sơn giá cô.,女兒解歌山鷓鴣。
"Vũ Xương tây thượng Ba Lăng đạo,",武昌西上巴陵道，
Văn lang xứ xứ kinh qua hảo.,聞郎處處經過好。
"Anh đào thục thời lang bất quy,",櫻桃熟時郎不歸，
Khách trung thuỳ vị phùng xuân y.,客中誰為縫春衣。
"Mạch đầu không vấn tì bà bốc,",陌頭空問琵琶卜，
Dục quy bất quy tại lang túc.,欲歸不歸在郎足。
"Lang tâm trọng lợi khinh phong ba,",郎心重利輕風波，
Tại gia nhật thiểu hành lộ đa.,在家日少行路多。
"Thiếp kim năng sử ô đầu bạch,",妾今能使烏頭白，
Bất năng sử lang hưu tác khách.,不能使郎休作客。
