vi,ch
"Cố nhân tích ẩn Đông Mông phong,",故人昔隱東蒙峰，
Dĩ bội hàm cảnh thương tinh long.,已佩含景蒼精龍。
"Cố nhân kim cư Tí Ngọ cốc,",故人今居子午谷，
Độc tại âm nhai kết mao ốc.,獨在陰崖結茅屋。
"Ốc tiền thái cổ Huyền Đô đàn,",屋前太古玄都壇，
Thanh thạch mạc mạc thường phong hàn.,青石漠漠常風寒。
"Tử quy dạ đề sơn trúc liệt,",子規夜啼山竹裂，
Vương Mẫu trú há vân kỳ phiên.,王母晝下雲旗翻。
"Tri quân thử kế thành trường vãng,",知君此計成長往，
"Chi thảo, lang can nhật ưng trưởng.",芝草琅玕日應長。
"Thiết toả cao thuỳ bất khả phan,",鐵鎖高垂不可攀，
Trí thân phúc địa hà tiêu sảng.,致身福地何蕭爽。
