vi,ch
Đào hoa liêm ngoại đông phong nhuyễn,桃花簾外東風軟，
Đào hoa liêm nội thần trang lãn,桃花簾內晨妝懶：
Liêm ngoại đào hoa liêm nội nhân,簾外桃花簾內人，
Nhân dữ đào hoa cách bất viễn,人與桃花隔不遠；
Đông phong hữu ý yết liêm lung,東風有意揭簾櫳，
Hoa dục khuy nhân liêm bất quyển,花欲窺人簾不卷。
Đào hoa liêm ngoại khai nhưng cựu,桃花簾外開仍舊，
Liêm trung nhân tỉ đào hoa sấu,簾中人比桃花瘦；
Hoa giải liên nhân hoa diệc sầu,花解憐人花亦愁，
Cách liêm tiêu tức phong xuy thấu,隔簾消息風吹透。
Phong thấu liêm lung hoa mãn đình,風透簾櫳花滿庭，
Đình tiền xuân sắc bội thương tình,庭前春色倍傷情：
Nhàn đài viện lạc môn không yểm,閑苔院落門空掩，
Tà nhật lan can nhân tự bằng,斜日欄杆人自憑。
Bằng lan nhân hướng đông phong khấp,憑欄人向東風泣，
Thiến quần thâu bạng đào hoa lập,茜裙偷傍桃花立；
Đào hoa đào diệp loạn phân phân,桃花桃葉亂紛紛，
Hoa trán tân hồng diệp ngưng bích,花綻新紅葉凝碧。
Vụ khoả yên phong nhất vạn chu,霧裹煙封一萬株，
Hồng lâu chiếu bích hồng mô hồ,烘樓照壁紅模糊；
Thiên cơ thiêu phá uyên ương cẩm,天機燒破鴛鴦錦，
Xuân hàm dục tỉnh di san chẩm,春酣欲醒移珊枕。
Thị nữ kim bồn tiến thuỷ lai,侍女金盆進水來，
Hương tuyền ảnh trám yên chi lãnh,香泉影蘸胭脂冷！
Yên chi tiên diễm hà tương loại,胭脂鮮艷何相類，
Hoa chi nhan sắc nhân chi lệ,花之顏色人之淚，
Nhược tương nhân lệ tỉ đào hoa,若將人淚比桃花，
Lệ tự trường lưu hoa tự mỵ,淚自長流花自媚，
Lệ nhãn quan hoa lệ dị can,淚眼觀花淚易乾，
Lệ can xuân tận hoa tiều tuỵ,淚乾春盡花憔悴。
Tiều tuỵ hoa già tiều tuỵ nhân,憔悴花遮憔悴人，
Hoa phi nhân quyện dịch hoàng hôn,花飛人倦易黃昏；
Nhất thanh đỗ vũ xuân quy tận,一聲杜宇春歸盡，
Tịch mịch liêm lung không nguyệt ngân.,寂寞簾櫳空月痕！
