vi,ch
"Hải nội thanh hoa tịnh tại thân,",海內聲華並在身，
Khiếp trung văn tự tuyệt vô luân.,篋中文字絕無倫。
"Dao tri độc đối phong chương thảo,",遙知獨對封章草，
Hốt ức đồng vi hiến nạp thần.,忽憶同為獻納臣。
"Tẩu bút vãng lai doanh quyển trục,",走筆往來盈卷軸，
Trừ quan đệ hỗ chưởng ty luân.,除官遞互掌絲綸。
"Chế tòng Trường Khánh từ cao cổ,",制從長慶辭高古，
Thi đáo Nguyên Hoà thể biến tân.,詩到元和體變新。
"Các hữu Văn Cơ tài trĩ xỉ,",各有文姬才稚齒，
Câu vô Thông Tử kế dư trần.,俱無通子繼餘塵。
"Cầm thư hà tất cầu Vương Xán,",琴書何必求王粲，
Dữ nữ do thắng dữ ngoại nhân.,與女猶勝與外人。
