vi,ch
"Trường Bạch long can tây nam lai,",長白龍干西南來，
Linh sơn khải vận thần đường khai.,靈山啟運神堂開。
"Nguyên viễn lưu trường miên dịch thế,",源遠流長綿奕世，
Biền phiên đề chỉ hoàng đồ bồi.,駢蕃褆祉皇圖培。
"Triệu tổ y quan bí lăng thất,",肇祖衣冠秘陵室，
Tam tổ nguyên cung thiên tải mật.,三祖元宮千載謐。
"Cừu thành bất cộng hà nhẫn ngôn,",仇成不共何忍言，
Thất hận hưng sư thử đệ nhất.,七恨興師此第一。
"Viên thuỷ viên mưu miễn Đản Phụ,",爰始爰謀緬亶父，
Kiều Sơn cảnh hựu do cố thổ.,橋山景佑猶故土。
"Xương Bình tiều thái cấm chí kim,",昌平樵采禁至今，
Triều gia hậu đức chiêu thiên cổ.,朝家厚德昭千古。
