vi,ch
"Ngô văn thiên tử chi mã tẩu thiên lý,",吾聞天子之馬走千里，
Kim chi hoạ đồ vô nãi thị.,今之畫圖無乃是。
"Thị hà ý thái hùng thả kiệt,",是何意態雄且傑，
Tuấn vĩ tiêu tiêu sóc phong khởi.,駿尾蕭梢朔風起。
"Mao vi lục phiêu lưỡng nhĩ hoàng,",毛為綠縹兩耳黃，
Nhãn hữu tử diễm song đồng phương.,眼有紫焰雙瞳方。
"Kiểu kiểu long tính hợp biến hoá,",矯矯龍性合變化，
Trác lập thiên cốt sâm khai trương.,卓立天骨森開張。
"Y tích thái bộc Trương Cảnh Thuận,",伊昔太僕張景順，
Giám mục công câu duyệt thanh tuấn.,監牧攻駒閱清峻。
"Toại linh đại nô thủ Thiên Dục,",遂令大奴守天育，
Biệt dưỡng ký tử liên thần tuấn.,別養驥子憐神俊。
"Đương thì tứ thập vạn thất mã,",當時四十萬匹馬，
Trương công thán kỳ tài tận hạ.,張公歎其材盡下。
"Cố độc tả chân truyền thế nhân,",故獨寫真傳世人，
Kiến chi toạ hữu cửu cánh tân.,見之座右久更新。
"Niên đa vật hoá không hình ảnh,",年多物化空形影，
Ô hô kiện bộ vô do sính.,嗚呼健步無由騁。
"Như kim khởi vô Yểu Niểu dữ Hoa Lưu,",如今豈無騕褭與驊騮，
"Thì vô Vương Lương, Bá Nhạc tử tức hưu.",時無王良伯樂死即休。
