vi,ch
"Đại cổ tác đà minh,",大鼓作鼉鳴，
Mỹ nhân hoa gian tương đối hành.,美人花間相對行。
"Hốt văn hoạnh xuy toạ trung khởi,",忽聞橫吹座中起，
Xuy xuất song song loan phụng thanh.,吹出雙雙鸞鳳聲。
"Phượng thanh vi mang tác phục chỉ,",鳳聲微茫作復止，
Phi nhập thanh thiên thái vân lý.,飛入青天彩雲裏。
"Đương diên thịnh tửu kim khuất chi,",當筵盛酒金屈卮，
"Chước tửu khuyến quân, quân mạc từ.",酌酒勸君君莫辭。
"Bất kiến đường tiền đào lý thụ,",不見堂前桃李樹，
Tạc nhật hoa phát kim không chi.,昨日花發今空枝。
"Đông gia tác quan náo xa mã,",東家作官鬧車馬，
Tây lân tòng quân năng kỵ xạ.,西鄰從軍能騎射。
"Nhất sinh trường khách biên tái gian,",一生長客邊塞間，
Phương thì bất tại hương quốc hạ.,芳時不在鄉國下。
"Hà như tải tửu minh vân hoà,",何如載酒鳴雲和，
Thủ chiết sơn hoa hành xướng ca.,手折山花行唱歌。
"Thiếu niên hữu tửu bất thống ẩm,",少年有酒不痛飲，
Bạch phát mãn đầu quân nại hà?,白髮滿頭君奈何？
