vi,ch
"Thu phong xuy khê khê thuỷ hàn,",秋風吹溪溪水寒，
Trường phong lạc tận chi đầu đan.,長楓落盡枝頭丹。
"Ngư lang cử tăng đắc song lý,",漁郎舉罾得雙鯉，
Phanh ngư noãn tửu hoan phụ tử.,烹魚煖酒歡婦子。
"Giang đình hữu khách thu vọng diêu,",江亭有客秋望遥，
Thanh yên mạc mạc sơn điều điều.,青烟漠漠山迢迢。
"Sa đầu lạc nhật hô độ cấp,",沙頭落日呼渡急，
Chu tử vô ngôn ỷ bồng lập.,舟子無言倚篷立。
"Thuỳ kỳ hoạ thử lão Trĩ Xuyên,",誰其畫此老稚川，
Sử ngã nhất kiến tâm mang nhiên.,使我一見心茫然。
"Y hi nghĩ trạo Sầm Dương phố,",依稀艤櫂涔陽浦，
Phảng phất khai tôn Thái Thạch độ.,髣髴開樽采石渡。
"An đắc toạ ngã mao đình trung,",安得坐我茅亭中，
Cát cân tương đối tam lão ông.,葛巾相對三老翁。
"Mãi ngư cô tửu thiêu dã địch,",買魚沽酒燒野荻，
Biện dữ cừ nùng tuý chung nhật.,拚與渠儂醉終日。
