vi,ch
"Cơ nhân hốt mộng phạn tắng dật,",飢人忽夢飯甑溢，
Mộng trung nhất bão bách ưu thất.,夢中一飽百憂失。
"Chỉ tri mộng bão bản lai không,",只知夢飽本來空，
Vị ngộ chân cơ định hà vật.,未悟真饑定何物。
"Ngã sinh vô điền thực phá nghiễn,",我生無田食破硯，
Nhĩ lai nghiễn khô ma bất xuất.,爾來硯枯磨不出。
"Khứ niên thái tuế không tại dậu,",去年太歲空在酉，
Bàng xá hồ tương bất dung khất.,傍舍壺漿不容乞。
"Kim niên hạn thế phục như thử,",今年旱勢復如此，
Tuế vãn hà dĩ kiềm ngô đột.,歲晚何以黔吾突。
"Thanh thiên đãng đãng hô bất văn,",青天蕩蕩呼不聞，
Huống dục khể thủ hào nê Phật.,況欲稽首號泥佛。
"Úng trung tích dịch vưu khả tiếu,",甕中蜥蜴尤可笑，
Kỳ kỳ mạch mạch hà đẳng trật.,跂跂脈脈何等秩。
"Âm dương hữu thì vũ hữu số,",陰陽有時雨有數，
Dân thị thiên dân thiên tự tuất.,民是天民天自卹。
"Ngã tuy cùng khổ bất như nhân,",我雖窮苦不如人，
Yếu diệc tự thị dân chi nhất.,要亦自是民之一。
"Hình dung khả tự táng gia cẩu,",形容可似喪家狗，
Vị khẳng điệp nhĩ tranh đầu cốt.,未肯聑耳爭投骨。
"Đảo quán lạc trách tạ bằng hữu,",倒冠落幘謝朋友，
Độc dữ văn lôi cộng khuê tất.,獨與蚊雷共圭蓽。
"Cố nhân sân ngã bất khai môn,",故人嗔我不開門，
Quân thị ngã môn thuỳ khẳng khuất.,君視我門誰肯屈。
"Khả liên minh nguyệt như bát thuỷ,",可憐明月如潑水，
Dạ bán thanh quang phiên ngã thất.,夜半清光翻我室。
"Phong tùng nam lai phi vũ hậu,",風從南來非雨候，
Thả vị bì nhân tẩy chưng uất.,且為疲人洗蒸鬱。
"Khiên thường nhất hoạ khoái tai dao,",褰裳一和快哉謠，
Vị hạ cơ hàn niệm minh nhật.,未暇飢寒念明日。
