vi,ch
"Nguyệt lãng xung thiên thiên vũ thấp,",月浪衝天天宇濕，
Lương thiềm lạc tận sơ tinh nhập.,涼蟾落盡疎星入。
Vân bình bất động yểm cô tần.,雲屏不動掩孤嚬，
Tây lâu nhất dạ phong tranh cấp.,西樓一夜風箏急。
"Dục chức tương tư hoa ký viễn,",欲織相思花寄遠，
Chung nhật tương tư khước tương oán.,終日相思卻相怨。
"Đãn văn Bắc Đẩu thanh hồi hoàn,",但聞北斗聲迴環，
Bất kiến trường hà thuỷ thanh thiển.,不見長河水清淺！
"Kim ngư toả đoạn hồng quế xuân,",金魚鎖斷紅桂春，
Cổ thì trần mãn uyên ương nhân.,古時塵滿鴛鴦茵。
"Kham bi tiểu uyển tác trường đạo,",堪悲小苑作長道，
Ngọc thụ vị liên vong quốc nhân.,玉樹未憐亡國人。
"Dao cầm âm âm tàng Sở lộng,",瑤琴愔愔藏楚弄，
Việt la lãnh bạc kim nê trọng.,越羅冷薄金泥重。
"Liêm câu anh vũ dạ kinh sương,",簾鉤鸚鵡夜驚霜，
Hoán khởi nam vân nhiễu Vân Mộng.,喚起南雲繞雲夣。
"Song đang đinh đinh liên xích tố,",雙璫丁丁聯尺素，
Nội ký Tương xuyên tương thức xứ.,內記湘川相識處。
"Ca thần nhất thế hàm vũ khan,",歌脣一世銜雨看，
Khả tích hinh hương thủ trung cố.,可惜馨香手中故！
