vi,ch
"Kim tịch hà tịch đăng mãn đường,",今夕何夕燈滿堂，
Kim thoa dạ vũ hoa sắt bàng.,金釵夜舞華瑟傍。
"Hương phong phách duệ hồng hà cử,",香風拍袂紅霞舉，
Ngọc uyển kiểu kiểu lăng hư tường.,玉腕矯矯凌虛翔。
"Phiêu phiêu vân bộ đãng khinh bội,",飄飄雲步蕩輕佩，
Bát loan hiệp luật minh thương thương.,八鸞協律鳴鏘鏘。
"Hoa nhu ngọc nhuyễn lưỡng vô lực,",花柔玉軟兩無力，
Uyển chuyển ứng tiết tuỳ đê ngang.,宛轉應節隨低昂。
"Bàn thân tồn phục quy hạc tức,",蟠身蹲伏龜鶴息，
Diên cảnh trực trĩ ly long trường.,延頸直跱螭龍長。
"Minh châu viên chuyển bàn tứ giác,",明珠圓轉盤四角，
Tân liên niểu na ba trung ương.,新蓮裊娜波中央。
"Phồn ca cấp điệu tương bách xúc,",繁歌急調相迫促，
Tử yến song nhập hư liêm mang.,紫燕雙入虛帘忙。
"Phấn chi ngưng hãn chu nhan phát,",粉脂凝汗朱顏發，
Minh nguyệt không lương thiêm tố quang.,明月空梁添素光。
"Toạ trung hào khách Yên Triệu sản,",座中豪客燕趙產，
Khoái thưởng nhất cử liên thập thương.,快賞一舉連十觴。
"Ngô tài tuy bất thăng bôi chước,",吳才雖不勝杯酌，
Năng ốc ỷ bút huy từ chương.,能握綺筆揮詞章。
"Liêu thù nhất khúc đương kiêm tố,",聊酬一曲當縑素，
Thanh uyển bất nhượng Tầm Dương lang.,清婉不讓潯陽郎。
"Tầm Dương thế tứ khổ bất túc,",潯陽涕泗苦不足，
Phong lưu cự cập Ngô tài cuồng.,風流詎及吳才狂。
