vi,ch
"Tiên sinh xuân thu bát thập ngũ,",先生春秋八十五，
Mang hài trùng đạp Dương Châu thổ.,芒鞋重踏揚州土。
"Cố giao đãn hữu khâu doanh tồn,",故交但有丘塋存，
Bạch Dương tồi tận lưu khô căn.,白楊摧盡留枯根。
"Tích du thúc quá ngũ thập tải,",昔游倏過五十載，
Giang sơn uyển nhiên nhân đại cải.,江山宛然人代改。
"Mãn địa can qua Đỗ lão bần,",滿地干戈杜老貧，
Nang để đồ dư nhất tiền tại.,囊底徒餘一錢在。
"Đào hoa lý hoa tam nguyệt thiên,",桃花李花三月天，
Đồng quân phù trượng thướng ngư thuyền.,同君扶杖上漁船。
"Bôi thâm nhan nhiệt thành thị viễn,",杯深顏熱城市遠，
Khước triển không nang bích thuỷ tiền.,卻展空囊碧水前。
"Tửu nhân nhất kiến giai thuỳ lệ,",酒人一見皆垂淚，
Nãi thị tiên triều Vạn Lịch tiền.,乃是先朝萬歷錢。
