vi,ch
"Hỗn độn dĩ lai bất khả sổ,",渾沌以來不可數，
Vạn bát thiên tuế sinh Bàn Cổ.,萬八千歲生盤古。
"Nhân uân nãi tại quyền thạch gian,",絪縕乃在拳石間，
Quang quái tiềm thông lạc tinh chử.,光怪潛通落星渚。
"Lai tòng Ngư Phúc nhân tận nhạ,",來從魚腹人盡訝，
Toạ niệm Vũ Hầu tâm độc khổ.,坐念武侯心獨苦。
"Bát trận đồ thành khấp quỷ thần,",八陣圖成泣鬼神，
Tam giang thạch chuyển điêu hàn thử.,三江石轉凋寒暑。
"Thương ba phún tẩm viên thả kiên,",蒼波噴浸圓且堅，
Kê tử kết thành sinh lý toàn.,雞子結成生理全。
"Cửu đương hoá điểu phi vi quái,",久當化鳥非為怪，
Khuyển vị thành dương diệc khả tiên.,犬未成羊亦可仙。
"Ngọc tinh ẩn nguyệt tương chiếu xạ,",玉精隱月相照射，
Kim dịch lưu hà phân nhiễu triền.,金液流霞紛繞纏。
"Khinh thanh dĩ phán trung hoàng ngoại,",輕清已判中黃外，
Nguyên khí do hàm thái tố tiền.,元氣猶含太素前。
"Anh hùng sự vãng duy tồn thạch,",英雄事往唯存石，
Thiên hành địa trục kim thuỳ thức.,天衡地軸今誰識。
"Giang thượng thường nghi vụ vũ hàn,",江上嘗疑霧雨寒，
Toạ trung hốt khủng phong lôi hắc.,坐中欻恐風雷黑。
"Ma sa trực như kiến minh hãnh,",摩挲直如見溟涬，
Vị trí khởi khẳng đồng sa lịch.,位置豈肯同沙礫。
"Trường lộ tương tương phất kiếm tuỳ,",長路相將拂劍隨，
Thiên âm vật sử tinh linh đắc.,天陰勿使精靈得。
