vi,ch
"Ngoại trạch phụ,",外宅婦，
Thập nhân kiến giả cửu nhân mộ.,十人見者九人慕。
"Lục mấn khinh doanh châu thuý trang,",綠鬢輕盈珠翠妝，
Kim xuyến hồng thường cơ thể tố.,金釧紅裳肌体素。
"Bần nhân thâu nhãn bất cảm khan,",貧人偷眼不敢看，
Vấn thị thuỳ gia hảo trạch quyến.,問是誰家好宅眷。
"Sính lai bất thức bái cô chương,",聘來不識拜姑嫜，
Trục nhật ỷ diên ca uyển chuyển.,逐日綺筵歌宛轉。
"Nhân vân bản thị tiểu gia nhi,",人云本是小家儿，
Tiền niên giá tác tăng nhân thê.,前年嫁作僧人妻。
"Tăng nhân điền đa sai dịch thiểu,",僧人田多差役少，
Thập niên tích súc đa tài tư.,十年積蓄多財資。
"Tự bàng mãi địa tác ngoại trạch,",寺旁買地作外宅，
Biệt hữu bàng môn thông hạng mạch.,別有旁門通巷陌。
"Chu lâu tứ diện quản huyền thanh,",朱樓四面管弦聲，
Hoàng kim thặng mãi kiều thù sắc.,黃金剩買嬌姝色。
"Lân nhân tá vấn tiểu gia chủ,",鄰人借問小家主，
Duyên hà giá nữ vi tăng phụ?,緣何嫁女為僧婦？
Tiểu gia chủ vân thính ngã ngữ:,小家主云听我語：
“Lão tử bình sinh hữu tam nữ.,『老子平生有三女。
"Nhất nữ giá dữ Trương gia lang,",一女嫁與張家郎，
Tự tòng giá khứ giảm dung quang.,自從嫁去減容光。
"Sản nghiệp ký vi sai dịch trọng,",產業既微差役重，
Quan sai nhật nhật thủ không sàng.,官差日日守空床。
"Nhất nữ giá dữ huyện tiểu lại,",一女嫁與縣小吏，
Tiểu lại đắc tiền cung nhật phí.,小吏得錢供日費。
"Thượng tư tiền nhật hữu công sai,",上司前日有公差，
Sự lực đơn vi vô sở thị.,事力單微無所恃。
"Tiểu nữ giá tăng kim lưỡng thu,",小女嫁僧今兩秋，
Kim châu thuý ngọc đôi mãn đầu.,金珠翠玉堆滿頭。
"Hựu hữu phì thiên sung khẩu phúc,",又有肥羶充口腹，
Ngã gia phá ốc cải tác lâu.”,我家破屋改作樓。』
"Ngoại trạch phụ, mạc sân đố,",外宅婦，莫嗔妒，
Liêm quan nhi nữ đông ý bố.,廉官儿女冬衣布。
