vi,ch
"Trường hồng đẩu lạc sinh khiêu ba,",長洪斗落生跳波，
Khinh chu nam hạ như đầu thoa.,輕舟南下如投梭。
"Thuỷ sư tuyệt khiếu phù nhạn khởi,",水師絕叫鳧雁起，
Loạn thạch nhất tuyến tranh tha ma.,亂石一線爭磋磨。
"Hữu như thố tẩu ưng chuẩn lạc,",有如兔走鷹隼落，
Tuấn mã hạ chú thiên trượng pha.,駿馬下注千丈坡。
"Đoạn huyền ly trụ tiễn thoát thủ,",斷絃離柱箭脫手，
Phi điện quá khích châu phiên hà.,飛電過隙珠翻荷。
"Tứ san huyễn chuyển phong lược nhĩ,",四山眩轉風掠耳，
Đãn kiến lưu mạt sinh thiên qua.,但見流沫生千渦。
"Hiểm trung đắc lạc tuy nhất khoái,",嶮中得樂雖一快，
Hà ý thuỷ bá khoa thu hà.,何意水伯誇秋河。
"Ngã sinh thừa hoá nhật dạ thệ,",我生乘化日夜逝，
Toạ giác nhất niệm du Tân La.,坐覺一念逾新羅。
"Phân phân tranh đoạt tuý mộng lý,",紛紛爭奪醉夢裏，
Khởi tín kinh cức mai đồng đà.,豈信荊棘埋銅駝。
"Giác lai phủ ngưỡng thất thiên kiếp,",覺來俯仰失千劫，
Hồi thị thử thuỷ thù uỷ xà.,回視此水殊委蛇。
"Quân khán ngạn biên thương thạch thượng,",君看岸邊蒼石上，
Cổ lai cao nhãn như phong khoa.,古來篙眼如蜂窠。
"Đãn ưng thử tâm vô sở trụ,",但應此心無所住，
Tạo vật tuy sử như ngô hà.,造物雖駛如吾何。
"Hồi thuyền thướng mã các quy khứ,",回船上馬各歸去，
Đa ngôn nao nao sư sở a.,多言譊譊師所呵。
