vi,ch
"Đào hoa ổ lý đào hoa am,",桃花塢裏桃花庵，
Đào hoa am lý đào hoa tiên.,桃花庵裏桃花仙。
"Đào hoa tiên nhân chủng đào thụ,",桃花仙人種桃樹，
Hựu trích đào hoa hoán tửu tiền.,又摘桃花換酒錢。
"Tửu tỉnh chỉ tại hoa tiền toạ,",酒醒只在花前坐，
Tửu tuý hoàn lai hoa hạ miên.,酒醉還來花下眠。
"Bán tỉnh bán tuý nhật phục nhật,",半醒半醉日復日，
Hoa lạc hoa khai niên phục niên.,花落花開年復年。
"Đãn nguyện lão tử hoa tửu gian,",但願老死花酒間，
Bất nguyện cúc cung xa mã tiền.,不願鞠躬車馬前。
"Xa trần mã túc quý giả thú,",車塵馬足貴者趣，
Tửu trản hoa chi bần giả duyên.,酒盞花枝貧者緣。
"Nhược tương phú quý tỉ bần tiện,",若將富貴比貧賤，
Nhất tại bình địa nhất tại thiên.,一在平地一在天。
"Nhược tương bần tiện tỉ xa mã,",若將貧賤比車馬，
Tha đắc khu trì ngã đắc nhàn.,他得驅馳我得閑。
"Biệt nhân tiếu ngã thắc phong điên,",別人笑我忒瘋癲，
Ngã tiếu tha nhân khán bất xuyên.,我笑他人看不穿。
"Bất kiến Ngũ Lăng hào kiệt mộ,",不見五陵豪傑墓，
Vô hoa vô tửu sừ tác điền.,無花無酒鋤作田。
