vi,ch
"Cao lâu trùng trùng bế minh nguyệt,",高樓重重閉明月，
Trường đoạn tiên lang cách niên biệt.,腸斷仙郎隔年別。
"Tử tiêu hoành địch tịch vô thanh,",紫簫橫笛寂無聲，
Độc hướng dao song toạ sầu tuyệt.,獨向瑤窗坐愁絕。
"Ngư trầm nhạn diểu thiên nhai lộ,",魚沈雁杳天涯路，
Thuỷ tín nhân gian biệt ly khổ.,始信人間別離苦。
"Hận mãn nha sàng phí thuý khâm,",恨滿牙床翡翠衾，
Oán chiết kim thoa phụng hoàng cổ.,怨折金釵鳳凰股。
"Tỉnh thâm lộc lư ta cảnh đoản,",井深轆轤嗟綆短，
Y đới tương tư nhật ưng hoãn.,衣帶相思日應緩。
"Tương đao chước thuỷ, thuỷ phục liên,",將刀斫水水復連，
Huy nhẫn cát tình tình bất đoạn.,揮刃割情情不斷。
"Lạc hồng loạn trục đông lưu thuỷ,",落紅亂逐東流水，
Nhất điểm phương tâm vị quân tử.,一點芳心為君死。
"Thiếp thân nguyện tác Vu Sơn vân,",妾身願作巫山雲，
Phi nhập tiên lang mộng hồn lý.,飛入仙郎夢魂裏。
