vi,ch
"Quốc sơ dĩ lai hoạ yên mã,",國初已來畫鞍馬，
"Thần diệu độc số Giang Đô Vương,",神妙獨數江都王。
"Tướng quân đắc danh tam thập tải,",將軍得名三十載，
Nhân gian hựu kiến chân Thừa Hoàng.,人間又見真乘黃。
"Tằng mạc tiên đế Chiếu Dạ Bạch,",曾貌先帝照夜白，
Long trì thập nhật phi tích lịch.,龍池十日飛霹靂。
Nội phủ ân hồng mã não bàn.,內府殷紅瑪瑙盤，
Tiệp dư truyền chiếu tài nhân sách.,婕妤傳詔才人索。
"Bàn tứ tướng quân bái vũ quy,",盤賜將軍拜舞歸，
"Khinh hoàn tế ỷ tương truy phi,",輕紈細綺相追飛。
"Quý thích quyền môn đắc bút tích,",貴戚權門得筆跡，
Thuỷ giác bình chướng sinh quang huy.,始覺屏障生光輝。
"Tích nhật Thái Tông Quyền Mao Qua,",昔日太宗拳毛騧，
Cận thì Quách gia Sư Tử Hoa.,近時郭家獅子花。
"Kim chi tân đồ hữu nhị mã,",今之新圖有二馬，
Phục linh thức giả cửu thán ta.,復令識者久歎嗟。
"Thử giai kỵ chiến nhất địch vạn,",此皆騎戰一敵萬，
Cảo tố mạc mạc khai phong sa.,縞素漠漠開風沙。
"Kỳ dư thất thất diệc thù tuyệt,",其餘七匹亦殊絕，
Quýnh nhược hàn không động yên tuyết.,迥若寒空動煙雪。
"Sương đề xúc đạp trường thu gian,",霜蹄蹴踏長楸間，
Mã quan tư dưỡng sâm thành liệt.,馬官廝養森成列。
"Khả liên cửu mã tranh thần tuấn,",可憐九馬爭神駿，
Cố thị thanh cao khí thâm ổn.,顧視清高氣深穩。
Tá vấn khổ tâm ái giả thuỳ?,借問苦心愛者誰，
"Hậu hữu Vi Phúng, tiền Chi Độn.",後有韋諷前支遁。
"Ức tích tuần hạnh Tân Phong cung,",憶昔巡幸新豐宮，
Thuý hoa phất thiên lai hướng đông.,翠華拂天來向東。
"Đằng tương lỗi lạc tam vạn thất,",騰驤磊落三萬匹，
Giai dữ thử đồ cân cốt đồng.,皆與此圖筋骨同。
"Tự tòng hiến bảo triều Hà Tông,",自從獻寶朝河宗，
Vô phục xạ giao giang thuỷ trung.,無復射蛟江水中。
Quân bất kiến:,君不見：
"Kim Túc đôi tiền tùng bách lý,",金粟堆前松柏裡，
Long môi khứ tận điểu hô phong!,龍媒去盡鳥呼風。
