vi,ch
"Bão văn tư sơn sản kỳ thạch,",飽聞玆山產奇石，
Đông nam bảo chi như xích bích.,東南寶之如尺璧。
"Thuỳ tri lang tạ loạn như ma,",誰知狼籍亂如麻，
Vãng vãng khám không loại sàm khắc.,往往崁空類鑱刻。
"Trường An đông nam Vạn Tuế san,",長安東南萬歲山，
Sưu quyết trân quái cùng nhân gian.,搜抉珍怪窮人間。
"Biện lưu nhất khả tải sổ bối,",汴流一舸載數輩，
Kính thượng Cấn Nhạc tăng sàn nhan.,徑上艮嶽增孱顏。
"Đương thời xảo tượng trác sơn cốt,",當時巧匠斲山骨，
Trí chi giang can cao đột ngột.,置之江干高突兀。
"Can qua động địa Hồ trần phi,",干戈動地胡塵飛，
Toạ sử kỳ tài thành khí vật.,坐使奇材成棄物。
Quân bất kiến:,君不見：
"Hoàng kim hoành đái hiệu thần vận,",黃金橫帶號神運，
Bất sổ Đài Thành bái tam phẩm.,不數台城拜三品。
"Chỉ kim linh lạc hoang thảo trung,",只今零落荒草中，
Vạn cổ thê lương hữu di hận.,萬古悽涼有遺恨。
"Mộc nhân phiêu phiêu bất như thổ,",木人漂漂不如土，
Toạ duyệt hưng vong tri kỷ hử.,坐阅興亡知幾許。
"Hành nhân trầm thán mã bất tiền,",行人沉嘆馬不前，
Thạch tuy bất ngôn khủng năng ngữ.,石雖不言恐能語。
