vi,ch
"Giang Lăng thành tây nhị nguyệt vĩ,",江陵城西二月尾，
Hoa bất kiến đào duy kiến lý.,花不見桃惟見李。
"Phong nhu vũ luyện tuyết tu tỷ,",風揉雨練雪羞比，
Ba đào phiên không diểu vô sĩ.,波濤翻空杳無涘。
Quân tri thử xứ hoa hà tự?,君知此處花何似？
"Bạch hoa đảo chúc thiên dạ minh,",白花倒燭天夜明，
Quần kê kinh minh quan lại khởi.,群雞驚鳴官吏起。
"Kim ô hải để sơ phi lai,",金烏海底初飛來，
Chu huy tán xạ thanh hà khai.,朱輝散射青霞開。
"Mê hồn loạn nhãn khán bất đắc,",迷魂亂眼看不得，
Chiếu diệu vạn thụ phồn như đôi.,照耀萬樹繁如堆。
"Niệm tích thiếu niên trước du yến,",念昔少年著遊燕，
Đối hoa khởi tỉnh tằng từ bôi.,對花豈省曾辭杯。
"Tự tòng lưu lạc ưu cảm tập,",自從流落憂感集，
Dục khứ vị đáo tư tiên hồi.,欲去未到思先回。
"Chỉ kim tứ thập dĩ như thử,",只今四十已如此，
Hậu nhật cánh lão thuỳ luận tai?,後日更老誰論哉？
"Lực huề nhất tôn độc tựu tuý,",力攜一樽獨就醉，
Bất nhẫn hư trịch uỷ hoàng ai.,不忍虛擲委黃埃。
