vi,ch
"Tam thập sinh nam bất giải ái,",三十生男不解愛，
Phả yếm thế gian nhi nữ thái.,頗厭世間兒女態。
"Niên lai bão nữ tâm thậm lân,",年來抱女心甚憐，
Khước hối tòng tiền không khảng khái.,卻悔從前空慷慨。
"Nữ sinh nhất tuế my mục dương,",女生一歲眉目揚，
Tiếu chỉ huynh tỷ la thành hàng.,笑指兄姊羅成行。
"Kính lý kiều đề ánh song dũ,",鏡裏嬌啼映窗牖，
Sàng tiền học bộ khiển y thường.,床前學步遣衣裳。
"Xuân phong xuy hồn hồn bất trụ,",春風吹魂魂不住，
Lai tòng hà lai khứ hà khứ.,來從何來去何去。
"Cẩm bảo tằng chiêm mộng nguyệt thì,",錦褓曾占夢月時，
Ngọc tiền hựu khốc mai hương xứ.,玉錢又哭埋香處。
"Càn khôn đắc thất an hữu bằng,",乾坤得失安有憑，
Tạc nhật lạc cực kim ai sinh.,昨日樂極今哀生。
"Thường quái tha nhân bất khoái ý,",常怪他人不快意，
Nãi tri ngã bối chân chung tình.,乃知我輩真鍾情。
"Hoàng thiên năng sinh diệc năng tử,",皇天能生亦能死，
Tạo vật lộng nhân mỗi như thử.,造物弄人每如此。
"Vân tán vân ngưng diệc ngẫu nhiên,",雲散雲凝亦偶然，
Hoa khai hoa tạ duyên hà sự?,花開花謝緣何事?
"Phụ nhân tính si hoàn quá thương,",婦人性癡還過傷，
Bôn tẩu khiếu hào như bệnh cuồng.,奔走叫號如病狂。
"Tác thi thị thê kiêm tự giải,",作詩示妻兼自解，
Chuyển kiến nhân gian phụ mẫu trường.,轉見人間父母腸。
