vi,ch
Mại thán ông!,賣炭翁，
"Phạt tân, thiêu thán Nam Sơn trung,",伐薪燒炭南山中。
"Mãn diện trần hôi yên hoả sắc,",滿面塵灰煙火色，
"Lưỡng mấn thương thương, thập chỉ hắc,",兩鬢蒼蒼十指黑。
Mại thán đắc tiền hà sở doanh?,賣炭得錢何所營，
"Thân thượng y thường, khẩu trung thực,",身上衣裳口中食。
Khả liên thân thượng y chính đan.,可憐身上衣正單，
Tâm ưu thán tiện nguyện thiên hàn.,心憂炭賤願天寒。
"Dạ lai thành thượng nhất xích tuyết,",夜來城上一尺雪，
Hiểu giá thán xa triển băng triệt.,曉駕炭車輾冰轍。
"Ngưu khốn, nhân cơ, nhật dĩ cao,",牛困人飢日已高，
Thị nam môn ngoại nê trung yết.,市南門外泥中歇。
Phiên phiên lưỡng kỵ lai thị thuỳ?,翩翩兩騎來是誰，
Hoàng y sứ giả bạch sam nhi.,黃衣使者白衫兒。
"Thủ bả văn thư, khẩu xưng: “sắc”!",手把文書口稱敕，
Hồi xa sất ngưu khiên hướng Bắc.,回車叱牛牽向北。
"Nhất xa thán, thiên dư cân,",一車炭，千餘斤，
Cung sứ khu tương tích bất đắc.,宮使驅將惜不得。
"Bán thất hồng sa, nhất trượng lăng",半匹紅紗一丈綾，
Hệ hướng ngưu đầu sung thán trị.,繫向牛頭充炭直。
