vi,ch
Y sơn trúc các kiến bình xuyên.,依山筑閣見平川。
Dạ lan Cơ Đẩu sáp ốc chuyên.,夜闌箕斗插屋椽。
Ngã lai danh chi ý thích nhiên.,我來名之意适然。
Lão tùng khôi ngô sổ bách niên.,老松魁梧數百年。
Phủ cân sở xá kim tham thiên.,斧斤所赦今參天。
Phong minh Oa Hoàng ngũ thập huyền.,風鳴媧皇五十弦。
Tẩy nhĩ bất tu Bồ Tát tuyền.,洗耳不須菩薩泉。
Gia nhị tam tử thậm hảo hiền.,嘉二三子甚好賢。
Lực bần mãi tửu tuý thử diên.,力貧買酒醉此筵。
Dạ vũ minh lang đáo hiểu huyền.,夜雨鳴廊到曉懸。
Tương khán bất quy ngoạ tăng chiên.,相看不歸臥僧氈。
Tuyền khô thạch táo phục sàn viên.,泉枯石燥复潺湲。
Sơn xuyên quang huy vị ngã nghiên.,山川光輝為我妍。
Dã tăng tảo cơ bất năng chiên.,野僧早飢不能饘。
Hiểu kiến Hàn Khê hữu xuy yên.,曉見寒溪有炊煙。
Đông Pha đạo nhân dĩ trầm tuyền.,東坡道人已沈泉。
Trương Hầu hà thì đáo nhãn tiền.,張侯何時到眼前。
Điếu đài kinh đào khả trú miên.,釣台惊濤可晝眠。
Di Đình khán triện giao long triền.,怡亭看篆蛟龍纏。
An đắc thử thân thoát câu luyên.,安得此身脫拘攣。
Chu tải chư hữu trường chu toàn.,舟載諸友長周旋。
