vi,ch
"Thu phong tiêu sắt thiên khí lương,",秋風蕭瑟天氣涼，
Thảo mộc dao lạc lộ vi sương.,草木搖落露為霜。
"Quần yến từ quy nhạn Nam tường,",群燕辭歸雁南翔，
Niệm quân khách du tứ đoạn trường.,念君客遊思斷腸。
"Khiểm khiểm tư quy luyến cố hương,",慊慊思歸戀故鄉，
Quân hà yêm lưu ký tha phương.,君何淹留寄他方。
"Tiện thiếp quỳnh quỳnh thủ không phòng,",賤妾煢煢守空房，
Ưu lai tư quân bất cảm vong.,憂來思君不敢忘。
"Bất giác lệ hạ triêm y thường,",不覺淚下沾衣裳，
Viện cầm minh huyền phát “Thanh thương”.,援琴鳴絃發清商。
"Đoản ca vi ngâm bất năng trường,",短歌微吟不能長，
Minh nguyệt hạo hạo chiếu ngã sàng.,明月皎皎照我床。
"Tinh Hán tây lưu dạ vị ương,",星漢西流夜未央，
"Khiên Ngưu, Chức Nữ dao tương vọng,",牽牛織女遙相望，
Nhĩ độc hà cô hạn hà lương.,爾獨何辜限河梁。
