vi,ch
Quân bất kiến:,君不見
"Tẩu Mã xuyên hành tuyết hải biên,",走馬川行雪海邊，
Bình sa mãng mãng hoàng nhập thiên.,平沙莽莽黃入天。
"Luân Đài cửu nguyệt phong dạ hống,",輪台九月風夜吼，
"Nhất xuyên toái thạch đại như đấu,",一川碎石大如鬥，
Tuỳ phong mãn địa thạch loạn tẩu.,隨風滿地石亂走。
"Hung Nô thảo hoàng mã chính phì,",匈奴草黃馬正肥，
"Kim Sơn tây kiến yên trần phi,",金山西見煙塵飛，
Hán gia đại tướng tây xuất sư.,漢家大將西出師。
"Tướng quân kim giáp dạ bất thoát,",將軍金甲夜不脫，
"Bán dạ quân hành qua tương bát,",半夜軍行戈相撥，
Phong đầu như đao diện như cát.,風頭如刀面如割。
"Mã mao đới tuyết hãn khí chưng,",馬毛帶雪汗氣蒸，
"Ngũ hoa liên tiền tuyền tác băng,",五花連錢旋作冰，
Mạc trung thảo hịch nghiễn thuỷ ngưng.,幕中草檄硯水凝。
"Lỗ kỵ văn chi ưng đảm nhiếp,",虜騎聞之應膽懾，
"Liệu tri đoản binh bất cảm tiếp,",料知短兵不敢接，
Xa Sư tây môn trữ hiến tiệp.,車師西門佇獻捷。
