vi,ch
"Nam thanh hân hân nữ nhan duyệt,",男聲欣欣女顏悅，
Nhân gia bất oán ngôn ngữ biệt.,人家不怨言語別。
"Ngũ nguyệt tuy nhiệt mạch phong thanh,",五月雖熱麥風清，
Thiềm đầu tác tác tảo xa minh.,檐頭索索繰車鳴。
"Dã tàm tác kiển nhân bất thủ,",野蠶作茧人不取，
Diệp gian phác phác thu nga sinh.,葉間扑扑秋蛾生。
"Mạch thu thượng trường quyên tại trục,",麥收上場絹在軸，
Đích tri thâu đắc quan gia túc.,的知輸得官家足。
"Bất nguyện nhập khẩu phục thượng thân,",不願入口復上身，
Thả miễn hướng thành mại hoàng độc.,且免向城賣黃犢。
"Điền gia y thực vô hậu bạc,",田家衣食無厚薄，
Bất kiến huyện môn thân tức lạc.,不見縣門身即樂。
