vi,ch
"Ẩn kỳ lôi,",殷其雷，
Tại nam sơn chi dương.,在南山之陽。
Hà tư vi tư?,何斯違斯？
Mạc cảm hoặc hoàng.,莫敢或遑。
Chân chân quân tử,振振君子，
Quy tai! Quy tai!,歸哉！歸哉！
"Ẩn kỳ lôi,",殷其雷，
"Tại nam sơn chi trắc,",在南山之側。
Hà tư vi tư?,何斯違斯？
Mạc cảm hoàng tức.,莫敢遑息。
"Chân chân quân tử,",振振君子，
Quy tai! Quy tai!,歸哉！歸哉！
"Ẩn kỳ lôi,",殷其雷，
Tại Nam sơn chi hụ.,在南山之下。
Hà tư vi tư?,何斯違斯？
Mạc cảm hoàng xử.,莫敢遑處。
"Chân chân quân tử,",振振君子，
Quy tai! Quy tai!,歸哉！歸哉！
"Phiếm bỉ bách chu,",泛彼柏舟，
Diệc phiếm kỳ lưu.,亦泛其流。
Cảnh cảnh bất mỵ.,耿耿不寐，
Như hữu ẩn ưu.,如有隱憂。
"Vi ngã vô tửu,",微我無酒，
Dĩ ngao dĩ du.,以敖以遊。
"Phiếm bỉ bách chu,",泛彼柏舟，
Tại bỉ trung hà.,在彼中河。
"Đãm bỉ lưỡng mao,",髡彼兩髦，
Thực duy ngã nga.,實維我儀。
Chi tử thỉ mỹ tha.,之死矢靡它，
"Mẫu dã thân chỉ,",母也天只，
Bất lượng nhân chỉ.,不諒人只！
"Phiếm bỉ bách chu,",泛彼柏舟，
Diệc phiếm kỳ lưu.,亦泛其流。
Cảnh cảnh bất mỵ.,耿耿不寐，
Như hữu ẩn ưu.,如有隱憂。
"Vi ngã vô tửu,",微我無酒，
Dĩ ngao dĩ du.,以敖以遊。
"Phiếm bỉ bách chu,",泛彼柏舟，
Tại bỉ hà trắc.,在彼河側。
"Đãm bỉ lưỡng mao,",髡彼兩髦，
Thực duy ngã đặc,實維我特。
Chi tử thỉ mỹ thắc.,之死矢靡慝，
"Mẫu dã thân chỉ,",母也天只，
Bất lượng nhân chỉ.,不諒人只！
"Ngã tâm phỉ giám,",我心匪鑒，
Bất khả dĩ như.,不可以茹。
"Diệc hữu huynh đệ,",亦有兄弟，
Bất khả dĩ cứ.,不可以據。
"Bạc ngôn vãng tố,",薄言往愬，
Phùng bỉ chi nộ.,逢彼之怒。
"Ngã tâm phỉ thạch,",我心匪石，
Bất khả chuyển dã.,不可轉也。
"Ngã tâm phỉ tịch,",我心匪席，
Bất khả quyển dã.,不可卷也。
"Uy nghi đệ đệ,",威儀棣棣，
Bất khả tuyển dã.,不可選也。
"Ưu tâm thiểu thiểu,",憂心悄悄，
Uẩn vu quần tiểu.,慍于群小。
"Cấu mẫn ký đa,",覯閔既多，
Thụ vụ bất thiểu.,受侮不少。
"Tịnh ngôn tư chi,",靜言思之，
Mỵ tịch hữu biểu.,寤辟有摽。
"Nhật cư nguyệt chư,",日居月諸，
Hồ điệt nhi vi.,胡迭而微？
Tâm chi ưu hĩ!,心之憂矣，
"Như phỉ hoán y,",如匪浣衣。
"Tịnh ngôn tư chi,",靜言思之，
Bất năng phấn phi.,不能奮飛。
"Xuất tự bắc mân,",出自北門，
Ưu tâm ân ân.,憂心殷殷。
Chung cụ thả bần.,終窶且貧，
Mạc tri ngã cân (gian).,莫知我艱。
Dĩ yên ti?,已焉哉！
Thiên thực vi chi.,天實為之，
Vị chi hà ti?,謂之何哉！
"Vương sự thích ngã,",王事適我，
Chính sự nhất tỳ ích ngã.,政事一埤益我，
"Ngã nhập tự ngoại,",我入自外，
Thất nhân giao biến trích ngã.,室人交遍謫我。
Dĩ yên ti?,已焉哉！
"Thiên thực vi chi,",天實為之，
Vị chi hà ti ti?,謂之何哉。
"Vương sự đôi ngã,",王事敦我，
Chính sự nhất tỳ dôi ngã.,政事一埤遺我，
"Ngã nhập tự ngoại,",我入自外，
Thất nhân giao biến tồi ngã.,室人交遍摧我。
Dĩ yên ti?,已焉哉！
Thiên thực vi chi.,天實為之，
Vị chi hà ti?,謂之何哉。
"Bắc phong kỳ lương,",北風其涼，
Vũ tuyết kỳ phương.,雨雪其雱。
"Huệ nhi hiếu ngã,",惠而好我，
Huề thủ đồng hàng.,攜手同行。
"Kỳ hư kỳ từ,",其虛其邪，
Ký cức chỉ thư.,既亟只且！
"Bắc phong kỳ kê,",北風其喈，
Vũ tuyết kỳ phi.,雨雪其霏。
"Huệ nhi hiếu ngã,",惠而好我，
Huề thủ đồng quy.,攜手同歸。
"Kỳ hư kỳ từ,",其虛其邪，
Ký cức chỉ thư.,既亟只且！
"Mạc xích phỉ hồ,",莫赤匪狐，
Mạc hắc phỉ ô.,莫黑匪烏。
"Huệ nhi hiếu ngã,",惠而好我，
Huề thủ đồng xa.,攜手同車。
"Kỳ hư kỳ từ,",其虛其邪，
Ký cức chỉ thư.,既亟只且。
Bá hề khiết hề!,伯兮朅兮，
Bang chi kiệt hề!,邦之桀兮！
"Bá dã chấp thù,",伯也執殳，
Vi vương tiền khu.,為王前驅。
"Tự bá chi đông,",自伯之東，
Thủ như phi bồng.,首如飛蓬。
Khỉ vô cao mộc?,豈無膏沐？
Thuỳ đích vi dung?,誰適為容。
"Kỳ vũ kỳ vũ,",其雨其雨？
Cảo cảo xuất nhật.,杲杲出日。
"Nguyện ngôn tư bá,",愿言思伯，
Cam tâm thủ tật.,甘心首疾。
"Yên đắc huyên thảo,",焉得諼草？
Ngôn thụ chi bội.,言樹之背。
"Nguyện ngôn tư bá,",愿言思伯，
Sử ngã tâm mội.,使我心痗。
Ô hoàng thì chu!,於皇時周！
"Trắc kỳ cao sơn,",陟其高山，
"Đoạ sơn kiều nhạc,",嶞山喬岳，
Doãn do hấp hà.,允猶翕河。
"Phu thiên chi hạ,",敷天之下，
Bầu thì chi đối.,裒時之對。
Thì Chu chi mệnh.,時周之命。
"Thượng đế bản bản,",上帝板板，
Hạ dân tốt đản.,下民卒癉。
"Xuất thoại bất nhiên,",出話不然，
Vi do bất viễn.,爲猶不遠。
"Mỹ thánh quản quản,",靡聖管管，
Bất thực ư đản.,不實於亶。
"Do chi vị viễn,",猶之未遠，
Thị dụng đại gián.,是用大諫。
"Thiên chi phương nạn,",天之方難，
Vô nhiên hiến hiến;,無然憲憲；
"Thiên chi phương quệ,",天之方蹶，
Vô nhiên duệ duệ.,無然泄泄。
"Từ chi tập hĩ,",辭之輯矣，
Dân chi hạp hĩ;,民之洽矣；
"Từ chi dịch hĩ,",辭之懌矣，
Dân chi mạc hĩ.,民之莫矣。
"Ngã tuy dị sự,",我雖異事，
Cập nhĩ đồng liêu.,及爾同僚。
"Ngã tức nhĩ mưu,",我即爾謀，
Thính ngã hiêu hiêu.,聽我囂囂。
"Ngã ngôn duy phục,",我言維服，
Vật dĩ vi tiếu.,勿以爲笑。
"Tiên dân hữu ngôn,",先民有言：
Tuân vu sô nhiêu.,詢于芻蕘。
"Thiên chi phương ngược,",天之方虐，
Vô nhiên hước hước.,無然謔謔。
"Lão phu quán quán,",老夫灌灌，
Tiểu tử kiểu kiểu.,小子蹻蹻。
"Phỉ ngã ngôn mạo,",匪我言耄，
Nhĩ dụng ưu hước.,爾用憂謔。
"Đa tương hốc hốc,",多將熇熇，
Bất khả cứu dược.,不可救藥。
"Thiên chi phương tê,",天之方懠，
Vô vi khoa tỳ.,無爲夸毗。
"Uy nghi tốt mê,",威儀卒迷，
Thiện nhân tái thi.,善人載尸。
"Dân chi phương điện hi,",民之方殿屎，
Tắc mạc ngã cảm quỳ.,則莫我敢葵。
"Táng loạn miệt tư,",喪亂蔑資，
Tằng mạc huệ ngã sư.,曾莫惠我師。
Thiên chi dũ dân,天之牖民，
"Như huân như trì,",如壎如篪，
"Như chương như khuê,",如璋如圭，
Như thủ như huề.,如取如攜。
"Huề vô viết ích,",攜無曰益，
"Dũ dân khổng dị,",牖民孔易。
"Dân chi đa tịch,",民之多辟，
Vô tự lập tịch.,無自立辟。
"Giới nhân duy phiên,",价人維藩，
"Đại sư duy viên,",大師維垣，
"Đại bang duy bình,",大邦維屏，
Đại tông duy hàn.,大宗維翰。
"Hoài đức duy ninh,",懷德維寧，
Tông tử duy thành.,宗子維城。
"Vô tỷ thành hoại,",無俾城壞，
Vô độc tư uý.,無独斯畏。
"Kính thiên chi nộ,",敬天之怒，
Vô cảm hí dự;,無敢戲豫；
"Kính thiên chi du,",敬天之渝，
Vô cảm trì khu.,無敢馳驅。
"Hạo thiên viết minh,",昊天曰明，
Cập nhĩ xuất vãng;,及爾出王；
"Hạo thiên viết đán,",昊天曰旦，
Cập nhĩ du diễn.,及爾游衍。
"Bào hữu khổ diệp,",匏有苦葉，
Tế hữu thâm thiệp.,濟有深涉。
"Thâm tắc lệ,",深則厲，
Thiển tắc khế.,淺則揭。
"Hữu mễ tế doanh,",有瀰濟盈，
Hữu diễu trĩ minh.,有鷕雉鳴。
Tế doanh bất nhu cửu.,濟盈不濡軌，
Trĩ minh cầu kỳ mẫu.,雉鳴求其牡。
Ung ung minh nhạn,雝雝鳴雁，
Húc nhật thuỷ đán.,旭日始旦。
"Sĩ như quy thê,",士如歸妻，
Đãi băng vị phán.,迨冰未泮。
"Thiều thiều chu tỉ,",招招舟子，
Nhân thiệp ngang bĩ.,人涉卬否。
"Nhân thiệp ngang bĩ,",人涉卬否，
Ngang tu ngã hĩ.,卬須我友。
Túc túc bảo vũ.,肅肅鴇羽，
Tập vu bao hủ.,集于苞栩。
"Vương sự mỹ cổ,",王事靡盬，
Bất năng nghệ tắc thử.,不能蓺稷黍。
Phụ mẫu hà hộ?,父母何怙？
"Du du thương thiên,",悠悠蒼天，
Hạt kỳ hữu sở?,曷其有所！
Túc túc bảo dực.,肅肅鴇翼，
Tập vu bao cức.,集于苞棘。
"Vương sự mỹ cổ,",王事靡盬，
Bất năng nghệ thử tắc.,不能蓺黍稷。
Phụ mẫu hà thực?,父母何食？
"Du du thương thiên,",悠悠蒼天，
Hạt kỳ hữu cực?,曷其有極！
"Túc túc bảo hàng,",肅肅鴇行，
Tập vu bao tang.,集于苞桑。
"Vương sự mỹ cổ,",王事靡盬，
Bất năng nghệ đạo lương.,不能蓺稻粱。
Phụ mẫu hà thường?,父母何嘗？
