vi,ch
"Hữu mỹ nhất nhân,",有美一人，
Uyển như thanh dương.,婉如清揚。
"Nghiên tư xảo tiếu,",妍姿巧笑，
Hoà mị tâm trường.,和媚心腸。
"Tri âm thức khúc,",知音識曲，
Thiện vi nhạc phương.,善為樂方。
"Ai huyền vi diệu,",哀絃微妙，
Thanh khí hàm phương.,清氣含芳。
"Lưu Trịnh, kích Sở,",流鄭激楚，
"Độ cung, trung thương.",度宮中商。
"Cảm tâm động nhĩ,",感心動耳，
Ỷ lệ nan vương.,綺麗難忘。
"Ly điểu tịch túc,",離鳥夕宿，
Tại phá trung châu.,在破中洲。
"Diên cảnh cổ dực,",延頸鼓翼，
Bi minh tương cầu.,悲鳴相求。
"Quyến nhiên cố chi,",眷然顧之，
Sử ngã tâm sầu.,使我心愁。
"Ta nhĩ tích nhân,",嗟爾昔人，
Hà dĩ vong ưu?,何以忘憂？
