vi,ch
"Nam hải trừ thanh,",南海儲清，
Hồng phong dựng tuý.,鴻峰孕粹。
"Tuỵ vu ngô môn,",萃于吾門，
Khánh nguyên phúc chỉ.,慶源福祉。
"Ngưỡng duy tiên đại,",仰惟先代，
Đế tạo tích luỹ.,締造積累。
"Hậu đức chi di,",厚德之貽，
Thuỷ lưu sơn trĩ.,水流山峙。
"Chung chi biền trụ,",鍾之弁冑，
Dục chi trâm nhị.,毓之簪珥。
"Chu phất tư hoàng,",朱芾斯皇，
Đồng quản hữu vĩ.,彤管有煒。
"Tích thiện dư khương,",積善餘慶，
Thi vu tôn tử.,施于孫子。
"Ngã tôn đại nhân,",我尊大人，
Đạo thuần đức bị.,道純德備。
"Văn chương danh thế,",文章名世，
Thư trạch khải thuỷ.,書澤啟始。
"Biểu lý phục cần,",表裏服勤，
Hoạn nghiệp kỳ vĩ.,宦業奇偉。
"Ôn thứ ngộ vật,",溫恕遇物，
Phương khiết luật kỷ.,方潔律己。
"Tồn chư phương thốn,",存諸方寸，
Thu nguyệt hàn thuỷ.,秋月寒水。
"Phát chư thanh mạo,",發諸聲貌，
Xuân phong hoà khí.,春風和氣。
"Hưu nhược hữu dung,",休若有容，
Trác nhiên bất ỷ.,卓然不倚。
"Tả chi hữu chi,",左之右之，
Thị kinh thị vĩ.,是經是緯。
"Thất chi đắc chi,",失之得之，
Hà uẩn hà hỉ.,何慍何喜。
"Hoàng chung, đại lữ,",黃鍾大呂，
Cửu nhi hữu vị.,久而有味。
"Cảnh tinh, phụng hoàng,",景星鳳凰，
Đổ chi vi thuỵ.,睹之為瑞。
"Thiên thọ bình cách,",天壽平格，
Duy quân tử sử.,維君子使。
"Từ chính phất hoạch,",辭政弗獲，
Mãnh miễn bồi quỹ.,黽勉陪揆。
"Luận tư tán hoạch,",論思贊畫，
Bách độ nãi lý.,百度乃理。
"Tiên cách kỳ nhàn,",先格祈閒，
Hạo nhiên quy chí.,浩然歸志。
"Dịch đạo sùng khiêm,",易道崇謙，
Lão gia tri chỉ.,老家知止。
"Duyệt cơ tái thỉnh,",閱期再請，
Nãi phụng du chỉ.,迺奉俞旨。
"Ưu lão hằng điển,",優老恒典，
Thiên sủng tải xỉ.,天寵載侈。
"Bạch trú cẩm y,",白晝錦衣，
Hương phong vạn lý.,香風萬里。
"Trượng lũ kỳ du,",杖屨耆遊，
Cầm tôn dật trí.,琴樽逸致。
"Ưu du thái bình,",優遊太平，
Dĩ giới phồn chỉ.,以介繁祉。
"Trưng chi ngô ấp,",徵之吾邑，
Cổ vô thanh tử.,古無青紫。
"Đại nhân phát khoa,",大人發科，
Song nguyên tiến sĩ.,雙元進士。
"Hương truyền hàn mặc,",香傳翰墨，
Quang sinh phần tử.,光生枌梓。
"Ngô huyện đa hiển,",吾縣多顯，
Đắc nhàn giả kỷ?,得閒者幾。
"Dương công dĩ lai,",楊公以來，
Bách dư niên hĩ.,百餘年矣。
"Đại nhân hoàn danh,",大人完名，
Á tướng trí sĩ.,亞相致仕。
"Bồ tứ khoáng nghi,",蒲駟曠儀，
Thiều bàng diên kĩ.,髫龐延跂。
"Nho thân sự nghiệp,",儒紳事業，
Đô kiêm chúng mĩ.,都兼眾美。
"Diễn dịch ân hưu,",衍奕慇庥，
Tuy tương phúc lý.,綏將福履。
"Nhi bối bất tiếu,",兒輩不肖，
Hạnh bằng ấm tí.,幸憑廕庇。
"Nhị xuyết duẩn ban,",二綴笋班，
Dư thiểm hữu vị.,餘忝有位。
"Lục đường tại ngưỡng,",綠堂在仰，
Ban vũ hiến mị.,斑舞獻媚。
"Nam Cực trường huy,",南極長輝，
Tiên xuân vãn thuý.,仙椿晚翠。
"Thai hoàng thân hỗ,",台黃申嘏，
"Kiều, Tiền niên kỷ.",喬籛年紀。
Trướng nhan “Cẩm đường,帳顏錦堂，
Xuân sắc” tứ tự.,春色四字。
