vi,ch
"Thiên địa gian,",天地間，
Nhân vi quý.,人為貴。
"Lập quân mục dân,",立君牧民，
Vị chi quỹ tắc.,為之軌則。
"Xa triệt mã tích,",車轍馬跡，
Kinh vĩ tứ cực.,經緯四極。
"Truất trắc u minh,",黜陟幽明，
Lê thứ phồn tức.,黎庶繁息。
"Ư thước hiền thánh,",於鑠賢聖，
Tổng thống bang vực.,總統邦域。
"Phong kiến ngũ tước,",封建五爵，
"Tỉnh điền, hình ngục.",井田刑獄。
"Hữu phần đan thư,",有燔丹書，
Vô phổ xá thục.,無普赦贖。
"Cao Đào phủ hầu,",皋陶甫侯，
Hà hữu thất chức.,何有失職。
"Ta tai hậu thế,",嗟哉後世，
Cải chế dịch luật.,改制易律。
"Lao dân vị quân,",勞民為君，
Dịch phú kỳ lực.,役賦其力。
"Thuấn tất thực khí,",舜漆食器，
Bạn giả thập quốc.,畔者十國。
"Bất cập Đường Nghiêu,",不及唐堯，
Thái chuyên bất chước.,采椽不斫。
"Thế thán Bá Di,",世嘆伯夷，
Dục dĩ lệ tục.,欲以厲俗。
"Xỉ ác chi đại,",侈惡之大，
Kiệm vi cộng đức.,儉為共德。
"Hứa Do thôi nhượng,",許由推讓，
Khởi hữu tụng khúc?,豈有訟曲？
"Kiêm ái, thượng đồng,",兼愛尚同，
Sơ giả vi thích.,疏者為戚。
