vi,ch
"Hữu tửu, hữu tửu,",有酒有酒，
Châm chi chước chi.,斟之酌之。
"Chúng nhân giai mính,",眾人皆酩，
Ngã tỉnh hà vi.,我醒何為。
"Phiên phiên kỳ tâm,",翩翩其心，
Du du thuỳ ti.,悠悠誰思。
"Trầm ưu uất kết,",沉憂鬱結，
Nhi vô kiến thi.,而無見詩。
"Tự thiếu cô tiện,",自少孤賤，
Duy huynh thị y.,惟兄是依。
"Nhất triều quyết tuyệt,",一朝決絕，
Kiết nhiên cư ly.,恝然居離。
"Hà như đương sơ,",何如當初，
Bất tiện tương tri.,不便相知。
"Nhân sinh tại thế,",人生在世，
Đa thử khổ bi.,多此苦悲。
"Bồng lai hữu vô,",蓬萊有無，
Đào nguyên thị phi.,桃源是非。
"Tri âm bất dị,",知音不易，
Diệc dĩ yên nhi.,亦已焉而。
