vi,ch
Viết:,曰：
"Toại cổ chi sơ,",遂古之初，
Thuỳ truyền đạo chi?,誰傳道之？
"Thượng hạ vị hình,",上下未形，
Hà do khảo chi?,何由考之？
"Minh chiêu măng ám,",冥昭瞢闇，
Thuỳ năng cực chi?,誰能極之？
"Phùng dực duy tượng,",馮翼惟像，
Hà dĩ thức chi?,何以識之？
"Minh minh ám ám,",明明闇闇，
Duy thì hà vi?,惟時何為？
"Âm dương tam hợp,",陰陽三合，
Hà bản hà hoá?,何本何化？
"Hoàn tắc cửu trùng,",圜則九重，
Thục dinh độ chi?,孰營度之？
Duy tư hà công?,惟玆何功？
Thục sơ tác chi?,孰初作之？
Oát duy yên hệ?,斡維焉繫？
Thiên cực yên gia?,天極焉加？
Bát trụ hà đương?,八柱何當？
Đông nam hà khuy?,東南何虧？
"Cửu thiên chi tế,",九天之際，
An phóng an thuộc?,安放安屬？
"Ngung ôi đa hữu,",隅隈多有，
Thuỳ tri kỳ số?,誰知其數？
Thiên hà sở đạp?,天何所沓？
Thập nhị yên phân?,十二焉分？
Nhật nguyệt an thuộc?,日月安屬？
Liệt tinh an trần?,列星安陳？
"Xuất tự Thang cốc,",出自湯谷，
Thứ vu Mông dĩ.,次于蒙汜。
"Tự minh cập hối,",自明及晦，
Sở hành kỷ lý?,所行幾里？
"Dạ quang hà đức,",夜光何德，
Tử tắc hựu dục?,死則又育？
"Quyết lợi duy hà,",厥利維何，
Nhi cố thố tại phúc?,而顧菟在腹？
"Nữ Kỳ vô hợp,",女岐無合，
Phù yên thủ cửu tử?,夫焉取九子？
Bá cường hà xứ?,伯強何處？
Huệ khí an tại?,惠氣安在？
Hà hạp nhi hối?,何闔而晦？
Hà khai nhi minh?,何開而明？
"Giác túc vị đán,",角宿未旦，
Diệu linh an tàng?,曜靈安藏？
"Bất nhiệm mịch hồng,",不任汩鴻，
Sư hà dĩ thượng chi?,師何以尚之？
Thiêm viết: “Hà ưu?,僉曰：「何憂？
Hà bất khoá nhi hành chi?”,何不課而行之？」
"Si quy duệ hàm,",鴟龜曳銜，
Cổn hà thính yên?,鯀何聽焉？
"Thuận dục thành công,",順欲成功，
Đế hà hình yên?,帝何刑焉？
"Vĩnh át tại Vũ sơn,",永遏在羽山，
Phù hà tam niên bất thi?,夫何三年不施？
"Bá vũ phức Cổn,",伯禹愎鯀，
Phù hà dĩ biến hoá?,夫何以變化？
"Toản tựu tiền tự,",纂就前緒，
Toại thành khảo công.,遂成考功。
"Hà tục sơ kế nghiệp,",何續初繼業，
Nhi quyết mưu bất đồng?,而厥謀不同？
"Hồng tuyền cực thâm,",洪泉極深，
Hà dĩ trí chi?,何以寘之？
"Địa phương cửu tắc,",地方九則，
Hà dĩ phần chi?,何以墳之？
"Ứng long hà hoạ,",應龍何畫，
Hà tận hà lịch?,何盡何歷？
Cổn hà sở dinh?,鯀何所營？
Vũ hà sở thành?,禹何所成？
"Khang Hồi phùng nộ,",康回馮怒，
Truỵ hà cố dĩ đông nam khuynh?,墜何故以東南傾？
Cửu châu an thác?,九州安錯？
Xuyên cốc hà ô?,川谷何洿？
"Đông lưu bất dật,",東流不溢，
Thục tri kỳ cố?,孰知其故？
"Đông tây nam bắc,",東西南北，
Kỳ tu thục đa?,其修孰多？
"Nam bắc thuận thoả,",南北順㯐，
Kỳ diễn kỷ hà?,其衍幾何？
"Côn Lôn Huyền Phố,",崑崙縣圃，
Kỳ cư an tại?,其居安在？
"Tăng thành cửu trùng,",增城九重，
Kỳ cao kỷ lý?,其高幾里？
"Tứ phương chi môn,",四方之門，
Kỳ thuỳ tòng yên?,其誰從焉？
"Tây bắc tích khởi,",西北辟啟，
Hà khí thông yên?,何氣通焉？
"Nhật an bất đáo,",日安不到，
Chúc long hà chiếu?,燭龍何照？
"Hy Hoà chi vị dương,",羲和之未揚，
Nhược hoa hà quang?,若華何光？
Hà sở đông noãn?,何所冬暖？
Hà sở hạ hàn?,何所夏寒？
Yên hữu thạch lâm?,焉有石林？
Hà thú năng ngôn?,何獸能言？
"Yên hữu cầu long,",焉有虯龍，
Phụ hùng dĩ du?,負熊以遊？
"Hùng huỷ cửu thủ,",雄虺九首，
Thúc hốt yên tại?,儵忽焉在？
Hà sở bất tử?,何所不死？
Trưởng nhân hà thủ?,長人何守？
"Mỹ bình cửu cù,",靡蓱九衢，
Tỷ hoa an cư?,枲華安居？
"Nhất xà thôn tượng,",一蛇吞象，
Quyết đại hà như?,厥大何如？
"Hắc thuỷ huyền chỉ,",黑水玄趾，
Tam Nguy an tại?,三危安在？
"Diên niên bất tử,",延年不死，
Thọ hà sở chỉ?,壽何所止？
Lăng ngư hà sở?,鯪魚何所？
Kỳ đôi yên xứ?,鬿堆焉處？
Nghệ yên tất nhật?,羿焉彃日？
Ô yên giải vũ?,烏焉解羽？
"Vũ chi lực hiến công,",禹之力獻功，
"Giáng tỉnh hạ thổ tứ phương,",降省下土四方，
"Yên đắc bỉ Đồ Sơn nữ,",焉得彼涂山女，
Nhi thông chi ư Thai Tang?,而通之於台桑？
"Mẫn phi thất hợp,",閔妃匹合，
"Quyết thân thị kế,",厥身是繼，
"Hồ duy thị bất đồng vị,",胡維嗜不同味，
Nhi khoái trào bão?,而快鼂飽？
"Khải đại Ích tác hậu,",啟代益作后，
"Tốt nhiên ly nghiệt,",卒然離蠥，
"Hà Khải duy ưu,",何啟惟憂，
Nhi năng câu thị đạt?,而能拘是達？
"Giai quy xạ cúc,",皆歸射𥷤，
Nhi vô hại quyết cung.,而無害厥躬。
"Hà hậu Ích tác cách,",何后益作革，
Nhi Vũ bá giáng?,而禹播降？
"Khởi cức tân thương,",啟棘賓商，
"“Cửu biện”, “Cửu ca”.",《九辯》《九歌》。
"Hà cần tử đồ mẫu,",何勤子屠母，
Nhi tử phân cánh địa?,而死分竟地？
"Đế giáng Di Nghệ,",帝降夷羿，
Cách nghiệt hạ dân.,革孽夏民。
"Hồ xạ phu hà bá,",胡射夫河伯，
Nhi thê bỉ Lạc tần?,而妻彼雒嬪？
"Phùng diêu lợi quyết,",馮珧利決，
Phong thỉ thị xạ.,封狶是射。
"Hà hiến chưng nhục chi cao,",何獻蒸肉之膏，
Nhi hậu đế bất nhược?,而后帝不若？
"Trác thú Thuần Hồ,",浞娶純狐，
Huyễn thê viên mưu.,眩妻爰謀。
"Hà Nghệ chi xạ cách,",何羿之射革，
Nhi giao thôn quỹ chi?,而交吞揆之？
"Trở cùng tây chinh,",阻窮西征，
Nham hà việt yên?,巖何越焉？
"Hoá vi hoàng hùng,",化為黃熊，
Vu hà hoạt yên?,巫何活焉？
"Hàm bá cự thử,",咸播秬黍，
Phủ quán thị dinh.,莆雚是營。
"Hà do tịnh đầu,",何由并投，
Nhi Cổn tật tu doanh?,而鮌疾脩盈？
"Bạch nghê anh phất,",白蜺嬰茀，
Hồ vi thử đường?,胡為此堂？
"An đắc phu lương dược,",安得夫良藥，
Bất năng cố tang?,不能固臧？
"Thiên thức tòng hoành,",天式從橫，
Dương ly viên tử.,陽離爰死。
"Đại điểu hà minh,",大鳥何鳴，
Phù yên táng quyết thể?,夫焉喪厥體？
"Bình hào khởi vũ,",蓱號起雨，
Hà dĩ hưng chi?,何以興之？
"Soạn thể hiệp hiếp,",撰體協脅，
