vi,ch
Ô hô Chiêu Quân!,嗚呼昭君
Sắc diễm tuyệt thế,色艷絕世
Mệnh bạc vô thiên,命薄無天
Hán cung nhất biệt,漢宮一別
Hồ địa thiên niên,胡地千年
Thanh trủng lưu hận,青塚留恨
Hoàng tuyền cô miên,黃泉孤眠
Thương tai hồng nhan,傷哉紅顏
Y hồ nãi nhiên,伊胡乃然
Ô hô Chiêu Quân!,嗚呼昭君
Phương cốt hữu tận,芳骨有盡
U hám vô kỳ,幽憾無期
Minh nguyệt độc cử,明月獨舉
Ảm vân không thuỳ,黯雲空垂
Tinh chiêu phỉ loại,腥昭匪類
Điếu tế y thuỳ,弔祭伊誰
Thương tai hồng nhan,傷哉紅顏
Linh hồn hà y?,靈魂何依
Hiếu,孝
Thiên nan cùng sĩ,天難窮士
Sơn Tây tiên sinh,山西先生
Cách đại dị quốc,隔代異國
Cộng bi đồng tình,共悲同情
Viêm trân phỉ lễ,炎珍菲禮
Vọng bái trung đình,望拜中庭
Hồn lễ quy tá,魂禮歸些
Giá dư dữ hành,駕予與行
