vi,ch
"Phúc thuỷ thanh thanh,",福水清清，
Thế đốc hiền anh.,世篤賢英。
"Ân tư cần tư,",恩斯勤斯，
Úc tử vu thành.,勗子于成。
"Duy ngô phu tử,",維吾夫子，
Ân uý tiềm hinh.,恩慰潜馨。
"Duy hiếu duy nghĩa,",惟孝惟義，
Bất nhược kỳ hành.,不若其行。
"Tiên thu hoàng cảnh,",先秋遑警，
Học thần đề binh.,學臣提兵。
"Tại sư nguyên khải,",在師元啟，
Tập khảm nhi hanh.,習坎而亨。
"Đế gia hiếu nghĩa,",帝嘉好義，
Liệt chi cửu khanh.,列之九卿。
"Hoàng hoàng cổn tảo,",惶惶袞藻，
Trung thần dĩ vinh.,忠臣以榮。
"Bách niên tầm bật,",百年尋弼，
Thiên thu hãn thanh.,千秋汗青。
"Phu cẩu vi thiện,",夫苟為善，
Tuy hối tất minh.,雖晦必明。
"Phàm ngã thân chích,",凡我親炙，
Kính thị tư minh.,敬視斯銘。
