vi,ch
"Thu mộc thê thê,",秋木萋萋，
Kỳ diệp nuy hoàng.,其葉萎黃。
"Hữu điểu xứ sơn,",有鳥處山，
Tập ư bao tang.,集於苞桑。
"Dưỡng dục mao vũ,",養育毛羽，
Hình dung sinh quang.,形容生光。
"Ký đắc thăng vân,",既得昇雲，
Thượng du khúc phòng.,上遊曲房。
"Ly cung tuyệt khoáng,",離宮絕曠，
Thân thể tồi tàng.,身體摧藏。
"Chí niệm ức trầm,",志念抑沉，
Bất đắc hiệt hàng.,不得頡頏。
"Tuy đắc ẩm thực,",雖得飲食，
Tâm hữu hồi hoàng.,心有徊徨。
"Ngã độc y hà,",我獨伊河，
Lai vãng biến thường.,來往變常。
"Phiên phiên chi yến,",翩翩之燕，
Viễn tập tây khương.,遠集西羌。
"Cao sơn nga nga,",高山峨蛾，
Hà thuỷ ương ương.,河水泱泱。
"Phụ hề mẫu hề,",父兮母兮，
Đạo lý du trường.,道理悠長。
"Ô hô ai tai,",嗚呼哀哉，
Ưu tâm trắc thương.,懮心惻傷。
