vi,ch
"Ứng đản hà niên,",應誕何年，
Tú chung nhạc độc.,秀鍾嶽瀆。
"Chấn vị hiệp linh,",振位協靈，
Tuỵ phù tiễn cốc.,萃扶戩穀。
"Duy tư Lương giang,",惟思良江，
Tích tồn di lục.,積存遺錄。
"Tại Lý xiển phù,",在李闡符，
Đại hữu phong chúc.,代有封祝。
"Văn chỉ chi đông,",文址之東，
Tùng từ nhất thốc.,叢祠一簇。
"Trắc giáng nghiễm như,",陟降儼如，
Hưu tường trọng đốc.,休祥重篤。
"Tướng ngã hương lư,",相我鄉閭，
Tướng tương tín mục.,將相信睦。
"Đôn học vụ nông,",敦學務農，
Hy nhiên mỹ tục.,熙然美俗。
"Thần giám vô tư,",神監無私，
Tự sự khổng túc.,祀事孔肅。
"Vĩnh tích dĩ an,",永積以安，
Duy dân chi phúc.,惟民之福。
