vi,ch
"Thiếu Lăng dã lão thôn thanh khốc,",少陵野老吞聲哭，
Xuân nhật tiềm hành Khúc giang khúc.,春日潛行曲江曲。
"Giang đầu cung điện toả thiên môn,",江頭宮殿鎖千門，
Tế liễu tân bồ vị thuỳ lục?,細柳新蒲為誰綠。
"Ức tích nghê tinh há nam uyển,",憶昔霓旌下南苑，
Uyển trung vạn vật sinh nhan sắc.,苑中萬物生顏色。
"Chiêu Dương điện lý đệ nhất nhân,",昭陽殿裡第一人，
Đồng liễn tuỳ quân thị quân trắc.,同輦隨君侍君側。
"Liễn tiền tài nhân đới cung tiễn,",輦前才人帶弓箭，
Bạch mã tước khiết hoàng kim lặc.,白馬嚼嚙黃金勒。
"Phiên thân hướng thiên ngưỡng xạ vân,",翻身向天仰射雲，
Nhất tiếu chính truỵ song phi dực.,一笑正墜雙飛翼。
Minh mâu hạo xỉ kim hà tại?,明眸皓齒今何在，
Huyết ô du hồn quy bất đắc.,血污遊魂歸不得，
"Thanh Vị đông lưu, Kiếm Các thâm,",清渭東流劍閣深，
Khứ trú bỉ thử vô tiêu tức.,去住彼此無消息。
"Nhân sinh hữu tình lệ triêm ức,",人生有情淚沾臆，
Giang thuỷ giang hoa khởi chung cực.,江水江花豈終極。
"Hoàng hôn Hồ kỵ trần mãn thành,",黃昏胡騎塵滿城，
Dục vãng thành nam vọng thành bắc.,欲往城南望城北。
"Trường An thành đầu đầu bạch ô,",長安城頭頭白烏，
Dạ phi Diên Thu môn thượng hô.,夜飛延秋門上呼。
"Hựu hướng nhân gia trác đại ốc,",又向人家啄大屋，
Ốc để đạt quan tẩu tị Hồ.,屋底達官走避胡。
"Kim tiên đoạn chiết cửu mã tử,",金鞭斷折九馬死，
Cốt nhục bất đãi đồng trì khu.,骨肉不待同馳驅。
"Yêu hạ bảo quyết thanh san hô,",腰下寶玦青珊瑚，
Khả liên vương tôn khấp lộ ngung.,可憐王孫泣路隅。
"Vấn chi bất khẳng đạo tính danh,",問之不肯道姓名，
Đãn đạo khốn khổ khất vi nô.,但道困苦乞為奴。
"Dĩ kinh bách nhật thoán kinh cức,",已經百日竄荊棘，
Thân thượng vô hữu hoàn cơ phu.,身上無有完肌膚。
"Cao Đế tử tôn tẫn long chuyết,",高帝子孫盡隆準，
Long chủng tự dữ thường nhân thù.,龍種自與常人殊。
"Sài lang tại ấp long tại dã,",豺狼在邑龍在野，
Vương tôn thiện bảo thiên kim khu.,王孫善保千金軀。
"Bất cảm trường ngữ lâm giao cù,",不敢長語臨交衢，
Thả vị vương tôn lập tư tu.,且為王孫立斯須。
"Tạc dạ đông phong xuy huyết tinh,",昨夜東風吹血腥，
Đông lai thác đà mãn cựu đô.,東來橐駝滿舊都。
"Sóc phương kiện nhi hảo thân thủ,",朔方健兒好身手，
Tích hà dũng nhuệ kim hà ngu!,昔何勇銳今何愚。
"Thiết văn thiên tử dĩ truyền vị,",竊聞天子已傳位，
Thánh đức bắc phục Nam Thiền Vu.,聖德北服南單于。
"Hoa Môn ly diện thỉnh tuyết sỉ,",花門剺面請雪恥，
Thận vật xuất khẩu tha nhân thư.,慎勿出口他人狙。
"Ai tai vương tôn thận vật sơ,",哀哉王孫慎勿疏，
Ngũ Lăng giai khí vô thời vô.,五陵佳氣無時無。
"Anh vũ lai quá Ngô giang thuỷ,",鸚鵡來過吳江水，
Giang thượng châu truyền Anh Vũ danh.,江上洲傳鸚鵡名。
"Anh vũ tây phi Lũng sơn khứ,",鸚鵡西飛隴山去，
Phương châu chi thụ hà thanh thanh.,芳洲之樹何青青。
"Yên khai lan diệp hương phong noãn,",煙開蘭葉香風暖，
Ngạn giáp đào hoa cẩm lãng sinh.,岸夾桃花錦浪生。
"Thiên khách thử thời đồ cực mục,",遷客此時徒極目，
Trường châu cô nguyệt hướng thuỳ minh?,長洲孤月向誰明？
"Trường hồng đẩu lạc sinh khiêu ba,",長洪斗落生跳波，
Khinh chu nam hạ như đầu thoa.,輕舟南下如投梭。
"Thuỷ sư tuyệt khiếu phù nhạn khởi,",水師絕叫鳧雁起，
Loạn thạch nhất tuyến tranh tha ma.,亂石一線爭磋磨。
"Hữu như thố tẩu ưng chuẩn lạc,",有如兔走鷹隼落，
Tuấn mã hạ chú thiên trượng pha.,駿馬下注千丈坡。
"Đoạn huyền ly trụ tiễn thoát thủ,",斷絃離柱箭脫手，
Phi điện quá khích châu phiên hà.,飛電過隙珠翻荷。
"Tứ san huyễn chuyển phong lược nhĩ,",四山眩轉風掠耳，
Đãn kiến lưu mạt sinh thiên qua.,但見流沫生千渦。
"Hiểm trung đắc lạc tuy nhất khoái,",嶮中得樂雖一快，
Hà ý thuỷ bá khoa thu hà.,何意水伯誇秋河。
"Ngã sinh thừa hoá nhật dạ thệ,",我生乘化日夜逝，
Toạ giác nhất niệm du Tân La.,坐覺一念逾新羅。
"Phân phân tranh đoạt tuý mộng lý,",紛紛爭奪醉夢裏，
Khởi tín kinh cức mai đồng đà.,豈信荊棘埋銅駝。
"Giác lai phủ ngưỡng thất thiên kiếp,",覺來俯仰失千劫，
Hồi thị thử thuỷ thù uỷ xà.,回視此水殊委蛇。
"Quân khán ngạn biên thương thạch thượng,",君看岸邊蒼石上，
Cổ lai cao nhãn như phong khoa.,古來篙眼如蜂窠。
"Đãn ưng thử tâm vô sở trụ,",但應此心無所住，
Tạo vật tuy sử như ngô hà.,造物雖駛如吾何。
"Hồi thuyền thướng mã các quy khứ,",回船上馬各歸去，
Đa ngôn nao nao sư sở a.,多言譊譊師所呵。
"Ngô vương tại thì bách hoa khai,",吳王在時百花開，
Hoạ thuyền tải lạc châu biên lai.,畫船載樂洲邊來。
"Ngô vương khứ hậu bách hoa lạc,",吳王去後百花落，
Ca xuý vô văn châu tịch mịch.,歌吹無聞洲寂寞。
"Hoa khai hoa lạc niên niên xuân,",花開花落年年春，
Tiền hậu khán hoa ưng kỷ nhân?,前後看花應幾人？
"Đãn kiến chi chi ánh lưu thuỷ,",但見枝枝映流水，
Bất tri phiến phiến đoạ hành trần.,不知片片墮行塵。
"Niên lai phong vũ hoang đài bạn,",年來風雨荒臺畔，
Nhật mộ hoàng ly trường dục đoạn.,日暮黄鸝腸欲斷。
"Khởi duy thế thiểu khán hoa nhân,",豈唯世少看花人，
Túng lai thử địa vô hoa khán.,縱來此地無花看。
Quân bất kiến:,君不見：
"Hoàng hộc cao ư ngũ xích đồng,",黃鵠高於五尺童，
Hoá vi bạch phù tự lão ông.,化為白鳧似老翁。
"Cố huề di tuệ dĩ đãng tận,",故畦遺穗已蕩盡，
Thiên hàn tuế mộ ba đào trung.,天寒歲暮波濤中。
"Lân giới tinh thiên tố bất thực,",鱗介腥膻素不食，
Chung nhật nhẫn cơ tây phục đông.,終日忍饑西復東。
"Lỗ môn viên cư diệc thặng đặng,",魯門鶢鶋亦蹭蹬，
Văn đạo như kim do tị phong.,聞道如今猶避風。
"Vạn lý thuỷ hối nhất thuỷ đại,",萬里水匯一水大，
Hoanh hoanh thanh văn thập lý ngoại.,訇訇聲聞十里外。
"Nham khẩu bức trắc thế cánh hung,",岩口逼仄勢更凶，
Đoạt môn nhi xuất huyền bạch long.,奪門而出懸白龍。
"Long tu đái vũ dục nhật hồng,",龍須帶雨浴日紅，
Kim quang ngọc sắc tương đãng thung.,金光玉色相蕩舂。
"Tuyết tịnh giao tiêu lạc đao xích,",雪凈鮫綃落刀尺，
Đại châu tiểu châu phiêu tuỳ phong.,大珠小珠飄隨風。
"Phong chiết điệp chi hội biến tướng,",風折疊之繪變相，
Tam giáng tam thăng thạch bất nhượng.,三降三升石不讓。
"Hữu như trường can đảo phách Nhục Phi Tiên,",有如長竿倒拍肉飛仙，
Trung tuyệt viên thằng dược phục thượng.,中絕援繩躍復上。
"Phục Tê mai đầu bất cảm xuất,",伏犀埋頭不敢出，
Hoài bảo an miên già bộ chướng.,懷寶安眠遮步障。
"Ngã dục cát thủ thử thuỷ trí tụ trung,",我欲割取此水置袖中，
Viết hằng úc nhược thư càn phong.,曰恆燠若書乾封。
"Khấu môn kiết bình trích mã tùng,",叩門絜瓶滴馬鬃，
Cảo miêu bình địa thanh bồng bồng.,搞苗平地青芃芃。
"Khởi bất hiền vu Cốc Tuyền chi tại Hương Lô phong,",豈不賢于谷泉之在香爐峰，
Toạ hưởng đại danh nhi vô công.,坐享大名而無功。
"Bắc phong quyển địa bạch thảo chiết,",北風捲地白草折，
Hồ thiên bát nguyệt tức phi tuyết.,胡天八月即飛雪；
"Hốt như nhất dạ xuân phong lai,",忽如一夜春風來，
Thiên thụ vạn thụ lê hoa khai.,千樹萬樹梨花開。
"Tán nhập châu liêm thấp la mạc,",散入珠簾濕羅幕，
Hồ cừu bất noãn cẩm khâm bạc.,狐裘不煖錦衾薄。
"Tướng quân giác cung bất đắc khống,",將軍角弓不得控，
Đô hộ thiết y lãnh do trước.,都護鐵衣冷猶著。
"Hãn hải lan can bách trượng băng,",瀚海闌干百丈冰，
Sầu vân thảm đạm vạn lý ngưng.,愁雲黲淡萬里凝。
"Trung quân trí tửu ẩm quy khách,",中軍置酒飲歸客，
Hồ cầm tỳ bà dữ Khương địch.,胡琴琵琶與羌笛。
"Phân phân mộ tuyết hạ viên môn,",紛紛暮雪下轅門，
Phong xế hồng kỳ đống bất phiên.,風掣紅旗凍不翻。
"Luân Đài đông môn tống quân khứ,",輪臺東門送君去，
Khứ thời tuyết mãn Thiên San lộ.,去時雪滿天山路；
"Sơn hồi lộ chuyển bất kiến quân,",山迴路轉不見君，
Tuyết thượng không lưu mã hành xứ.,雪上空留馬行處。
"Sào ty tu trường bất tu bạch,",繅絲須長不須白，
Việt la thục cẩm kim túc xích.,越羅蜀錦金粟尺。
"Tượng sàng ngọc thủ loạn ân hồng,",象床玉手亂殷紅，
Vạn thảo thiên hoa động ngưng bích.,萬草千花動凝碧。
"Dĩ bi tố chất tuỳ thì nhiễm,",已悲素質隨時染，
Liệt hạ minh ky sắc tương xạ.,裂下鳴機色相射。
