vi,ch
"Tắc tắc lương cử,",畟畟良耜，
Thục tái nam mẫu.,俶載南畝。
"Bá quyết bách cốc,",播厥百穀，
Thực hàm tư hoạt.,實函斯活。
"Hoặc lai chiêm nhữ,",或來瞻女，
"Tái khuông cập cử,",載筐及筥，
Kỳ hướng y thử.,其饟伊黍。
"Kỳ lạp y củ,",其笠伊糾，
"Kỳ bác tư triệu,",其鎛斯趙，
Dĩ hao đồ liễu.,以薅荼蓼。
"Đồ liễu hủ chỉ,",荼蓼朽止，
Thử tắc mậu chỉ.,黍稷茂止。
"Hoạch chi trất trất,",穫之挃挃，
Tích chi lật lật.,積之栗栗。
"Kỳ sùng như dung,",其崇如墉，
Kỳ tỉ như trất.,其比如櫛。
"Dĩ khai bách thất,",以開百室，
"Bách thất doanh chỉ,",百室盈止，
Phụ tử ninh chỉ.,婦子寧止。
"Sát thì thuần mẫu,",殺時犉牡，
Hữu cầu kỳ giác.,有捄其角。
"Dĩ tự dĩ tục,",以似以續，
Tục cổ chi nhân.,續古之人。
